Query,Time,Value,Unit
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-10-12,0.71,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-10-15,0.575,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-10-17,1.8900000000000001,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-10-18,1.348,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-10-29,0.059,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-10-31,0.39,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-01,0.345,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-02,1.173,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-06,4.497,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-07,2.355,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-08,1.225,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-09,5.2170000000000005,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-10,13.551,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-11,4.248,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-12,7.9190000000000005,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-13,5.975,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-14,4.688,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-15,3.266,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-16,2.52,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-17,5.615,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-18,9.536999999999999,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-19,5.782000000000001,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-20,4.609,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-21,2.703,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-22,2.546,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-23,4.348000000000001,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-24,0.531,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-25,0.605,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-26,2,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-27,2.1630000000000003,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-28,4.029999999999999,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-29,1.643,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-30,4.401,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-12-01,11.617,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-12-02,15.735,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-12-03,15.837999999999997,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-12-04,9.892999999999999,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-12-05,10.078000000000001,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-12-06,4.192,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-12-07,4.914,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-06-05,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-06-07,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-06-25,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-06-27,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-07-17,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-07-19,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-07-21,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-07-23,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-07-25,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-07-28,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-07-30,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-08-02,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-08-04,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-08-06,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-08-14,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-08-17,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-08-19,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-08-22,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-08-23,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-08-26,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-08-28,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-08-30,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-09-02,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-09-05,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-09-09,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-09-11,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-09-13,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-09-17,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-09-21,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-09-26,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-09-30,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-10-02,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-10-07,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-10-11,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-10-13,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-10-14,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-10-16,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-10-19,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-10-28,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-10-30,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-03,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""MSNBC""",2020-11-05,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-06-22,1.047,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-06-23,0.479,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-06-27,0.581,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-06-28,0.58,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-07-04,0.539,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-07-05,1.105,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-07-28,0.716,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-07-31,2.967,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-01,0.6,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-03,1,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-04,0.785,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-05,0.604,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-06,0.713,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-11,0.65,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-14,0.611,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-20,0.7,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-24,0.408,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-01,0.7,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-04,0.986,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-10,0.96,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-15,0.55,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-16,0.743,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-23,1,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-24,0.48,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-27,2,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-10-07,1.121,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-10-09,0.586,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-10-19,0.649,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-10-27,0.53,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-03,1.905,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-04,1.2189999999999999,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-05,2.97,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-06,7.073,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-07,1.8639999999999999,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-08,4.774,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-09,3.349,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-10,7.937999999999999,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-11,9.753,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-12,1.213,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-13,6.576,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-14,9.273,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-15,9.715000000000002,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-16,3.626,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-17,4.1530000000000005,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-18,1.964,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-19,3.9450000000000003,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-20,5.6450000000000005,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-21,3.7449999999999997,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-22,7.813000000000001,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-23,0.611,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-24,1.1560000000000001,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-25,0.635,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-26,3.145,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-27,3.3859999999999997,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-28,1.797,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-29,7.218,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-30,10.693,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-12-01,10.314,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-12-02,11.52,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-12-03,6.448,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-12-04,2.713,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-12-05,7.2139999999999995,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-12-06,17.55,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-12-07,3.2079999999999997,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-06-21,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-06-24,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-06-26,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-06-29,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-07-03,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-07-06,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-07-27,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-07-29,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-07-30,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-02,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-07,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-10,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-12,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-13,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-15,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-19,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-21,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-23,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-25,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-08-31,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-02,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-03,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-05,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-09,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-11,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-14,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-17,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-22,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-25,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-26,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-09-28,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-10-06,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-10-08,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-10-10,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-10-18,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-10-20,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-10-26,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-10-28,0,seconds
"text=""election"" AND text=""fraud"" AND channel=""FOX""",2020-11-02,0,seconds
